ID,class,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,ringNumber,ringType,sporePrintColor,population,habitat
198,edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
199,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,chocolate,several,grasses
200,edible,convex,smooth,yellow,bruises,ansie,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
201,edible,bell,fibrous,white,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
202,edible,bell,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,yellow,several,leaves
203,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
204,poisonous,convex,smooth,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
205,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,grasses
206,poisonous,flat,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
207,edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,solitary,woods
208,poisonous,convex,smooth,white,none,creosote,free,crowded,narrow,purple,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
209,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
210,edible,convex,fibrous,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,black,scattered,grasses
211,poisonous,convex,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
212,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,leaves
213,edible,knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
214,poisonous,knobbed,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
215,edible,convex,fibrous,yellow,bruises,ansie,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,purple,several,woods
216,edible,bell,scaly,yellow,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,grasses
217,poisonous,convex,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,paths
218,edible,flat,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,white,pink,1,pendant,brown,several,woods
219,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,smooth,white,white,1,pendant,chocolate,scattered,urban
220,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,several,woods
221,poisonous,convex,smooth,white,none,creosote,free,close,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,scattered,woods
222,edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
223,edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,brown,several,woods
224,edible,convex,scaly,white,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,numerous,meadows
225,poisonous,flat,smooth,red,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
226,edible,flat,smooth,white,none,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,scattered,grasses
227,poisonous,flat,scaly,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
228,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
229,poisonous,knobbed,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,leaves
230,edible,convex,smooth,white,none,none,free,crowded,broad,pink,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
231,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,brown,1,large,chocolate,solitary,grasses
232,edible,flat,fibrous,white,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
233,poisonous,convex,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,woods
234,poisonous,flat,scaly,brown,none,spicey,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,leaves
235,poisonous,knobbed,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,paths
236,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,woods
237,poisonous,convex,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
238,edible,bell,scaly,yellow,bruises,ansie,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,scattered,meadows
239,edible,flat,smooth,gray,none,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,1,evanescent,brown,scattered,grasses
240,poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,brown,several,urban
241,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,woods
242,poisonous,flat,fibrous,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,woods
243,edible,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,meadows
244,poisonous,knobbed,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,woods
245,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
246,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,woods
247,poisonous,convex,fibrous,gray,none,creosote,free,close,narrow,gray,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,scattered,woods
248,poisonous,flat,fibrous,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,grasses
249,poisonous,flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbuous,fibrous,fibrous,white,white,1,pendant,chocolate,scattered,grasses
250,edible,flat,fibrous,brown,none,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,1,evanescent,black,abundant,grasses
251,edible,knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,red,2,evanescent,white,clustered,waste
252,poisonous,knobbed,scaly,cinnamon,none,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,0,none,white,clustered,woods
253,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,white,white,1,evanescent,white,several,paths
254,edible,convex,smooth,gray,none,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,1,evanescent,brown,scattered,grasses
255,poisonous,flat,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,paths
256,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,several,grasses
257,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,solitary,paths
258,edible,convex,smooth,yellow,bruises,ansie,free,close,broad,white,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
259,edible,convex,smooth,red,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,white,white,2,evanescent,white,clustered,waste
260,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,pink,1,evanescent,white,several,paths
261,edible,convex,smooth,white,bruises,ansie,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
262,poisonous,convex,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbuous,smooth,fibrous,white,white,1,pendant,chocolate,scattered,grasses
263,edible,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,1,pendant,brown,solitary,paths
264,edible,flat,fibrous,white,bruises,ansie,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
265,poisonous,convex,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,leaves
266,edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
267,edible,flat,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,black,several,woods
268,edible,knobbed,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,several,leaves
269,poisonous,knobbed,smooth,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,pink,pink,1,evanescent,white,several,woods
270,edible,bell,smooth,brown,none,none,attached,close,broad,orange,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,several,leaves
271,poisonous,convex,scaly,brown,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
272,poisonous,convex,smooth,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
273,poisonous,flat,fibrous,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,several,grasses
274,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,paths
275,poisonous,convex,smooth,pink,none,creosote,free,close,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
276,edible,knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,cup,smooth,smooth,red,red,2,evanescent,white,clustered,waste
277,edible,bell,smooth,white,bruises,ansie,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,brown,scattered,grasses
278,poisonous,convex,scaly,gray,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,buff,1,large,chocolate,solitary,grasses
279,edible,convex,smooth,brown,none,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,scattered,grasses
280,edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
281,edible,flat,fibrous,yellow,bruises,ansie,free,crowded,narrow,white,tapering,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
282,poisonous,convex,smooth,white,none,creosote,free,close,narrow,pink,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
283,poisonous,convex,smooth,white,none,creosote,free,crowded,narrow,brown,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,black,several,woods
284,poisonous,convex,fibrous,white,none,creosote,free,crowded,narrow,purple,enlarging,bulbuous,smooth,smooth,white,white,1,pendant,brown,several,woods
285,edible,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
286,edible,bell,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,1,pendant,black,numerous,meadows
287,edible,convex,smooth,gray,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
288,edible,flat,smooth,brown,none,none,attached,close,broad,yellow,enlarging,cup,smooth,smooth,orange,orange,1,pendant,orange,clustered,leaves
289,poisonous,flat,scaly,yellow,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,woods
290,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,buff,buff,1,large,chocolate,solitary,woods
291,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,buff,1,large,chocolate,solitary,paths
292,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,black,several,woods
293,edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,gray,white,1,pendant,black,several,woods
294,edible,flat,smooth,gray,none,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,1,evanescent,brown,abundant,grasses
295,edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,solitary,woods
296,poisonous,convex,scaly,red,none,spicey,free,close,narrow,buff,tapering,cup,smooth,smooth,white,pink,1,evanescent,white,several,leaves
297,edible,knobbed,smooth,white,none,none,free,crowded,broad,pink,enlarging,cup,smooth,smooth,white,white,2,pendant,white,scattered,grasses
298,poisonous,flat,scaly,yellow,none,foul,free,close,broad,pink,enlarging,bulbuous,silky,smooth,brown,pink,1,large,chocolate,several,grasses
299,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,several,woods
300,edible,convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,white,1,pendant,brown,several,woods
301,edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,gray,1,pendant,brown,several,woods
302,edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbuous,smooth,smooth,pink,pink,1,pendant,brown,solitary,woods
303,poisonous,knobbed,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,woods
304,poisonous,convex,scaly,gray,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,solitary,grasses
305,edible,sunken,fibrous,brown,none,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
306,edible,convex,fibrous,gray,none,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,1,pendant,black,solitary,urban
307,poisonous,convex,scaly,gray,none,foul,free,close,broad,gray,enlarging,bulbuous,silky,smooth,brown,brown,1,large,chocolate,several,woods
308,poisonous,convex,scaly,yellow,none,foul,free,close,broad,chocolate,enlarging,bulbuous,silky,smooth,pink,brown,1,large,chocolate,several,woods
309,poisonous,flat,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,silky,smooth,white,pink,1,evanescent,white,several,paths
310,poisonous,flat,scaly,red,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,white,white,1,evanescent,white,several,paths
311,edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbuous,smooth,smooth,gray,gray,1,pendant,brown,solitary,woods
312,edible,bell,smooth,white,none,none,free,crowded,broad,white,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
313,edible,knobbed,fibrous,white,none,none,free,crowded,broad,gray,enlarging,cup,smooth,smooth,white,white,2,pendant,white,numerous,grasses
314,poisonous,convex,scaly,brown,none,foul,free,close,narrow,buff,tapering,cup,silky,smooth,pink,white,1,evanescent,white,several,paths
315,poisonous,convex,smooth,red,none,fishy,free,close,narrow,buff,tapering,cup,smooth,smooth,pink,white,1,evanescent,white,several,woods
316,edible,flat,fibrous,gray,none,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,1,evanescent,brown,abundant,grasses
